Product Urls,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTgyOTM0OTYxOTU1MDcxOjE3MTAyNjkyODE6c3BfYXRmOjIwMDM4MzA5Nzg4Mjk4OjowOjo&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTDMRY7%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1710269281%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",649,3.6 out of 5 stars.,"5,838"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTgyOTM0OTYxOTU1MDcxOjE3MTAyNjkyODE6c3BfYXRmOjIwMTIwOTIwOTA1Nzk4OjowOjo&url=%2FNORTH-ZONE-Waterproof-Backpack-Dimensions%2Fdp%2FB0BS6QM2GD%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1710269281%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,699,3.7 out of 5 stars.,"1,109"
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_3?dib=eyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI&dib_tag=se&keywords=bags&qid=1710269281&sr=8-3,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",839,4.2 out of 5 stars.,"8,950"
https://www.amazon.in/Skybags-Brat-Green-Casual-Backpack/dp/B08Z21W4TG/ref=sr_1_4?dib=eyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI&dib_tag=se&keywords=bags&qid=1710269281&sr=8-4,"Skybags One Size Brat 46 Cms, 22 Ltrs Casual Standard Backpack - Sea Green",449,4.1 out of 5 stars,"2,129"
https://www.amazon.in/litres-Waterproof-Strolley-Duffle-Luggage/dp/B08RBZWV9S/ref=sr_1_5?dib=eyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI&dib_tag=se&keywords=bags&qid=1710269281&sr=8-5,FEDRA Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Green White),399,4.1 out of 5 stars,"4,273"
https://aax-eu.amazon.in/x/c/RO9dMXf9yLTmfSKWLDp75PcAAAGOM_40fAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICC0S8Rq/https://www.amazon.in/CROSS-EFFECT-Laptop-College-Charging/dp/B0C1XHXSZJ/ref=sxin_15_sbv_search_btf?content-id=amzn1.sym.4fe35c1d-da6a-41a4-967c-7a2315a8b22e%3Aamzn1.sym.4fe35c1d-da6a-41a4-967c-7a2315a8b22e&cv_ct_cx=bags&dib=eyJ2IjoiMSJ9.-1xQJyHeGkfpXKVA0wIpjw.WyFWza4mfqybLy9deekkQCs_Fv23KV5ThIxDNM4WC_s&dib_tag=se&keywords=bags&pd_rd_i=B0C1XHXSZJ&pd_rd_r=e418fafb-137b-4730-a531-5aa7deda9268&pd_rd_w=IZVxh&pd_rd_wg=pXLSY&pf_rd_p=4fe35c1d-da6a-41a4-967c-7a2315a8b22e&pf_rd_r=XP2N4RMYHX6W8W505GZR&qid=1710269281&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-b614a050-8d70-4320-9c19-cc457ab2a351,CROSS EFFECT Laptop Bag Essentials For Office and College upto 16 inch laptop size for Men and Women,599,4.3 out of 5 stars,55
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_6?dib=eyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI&dib_tag=se&keywords=bags&qid=1710269281&sr=8-6,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,4.0 out of 5 stars,"5,234"
https://www.amazon.in/HAMMONDS-FLYCATCHER-Laptop-Bag-Men/dp/B0718Z175J/ref=sr_1_7?dib=eyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI&dib_tag=se&keywords=bags&qid=1710269281&sr=8-7,"HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Office Bag, Brown Color - Fits 14/15.6/16 Inch Laptop/MacBook - Expandable, Water Resistant - Shoulder Bag with Trolley Strap - 1 Year Warranty","4,471",3.5 out of 5 stars,"2,956"
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_8?dib=eyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI&dib_tag=se&keywords=bags&qid=1710269281&sr=8-8,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",649,4.1 out of 5 stars,"5,838"
https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_9?dib=eyJ2IjoiMSJ9.dNbGphTre3SnSZ1iy7tk52-Dk3Bxg86MPUraUtFJ801Wp3vshOalgETgUP3wrHPcEQrRg7aQ1hp3IBM2_h_aEFvuZSUX0CreKoJX4PVQQwgqRBOXrhN8izYkKZ3O7U93Vx-sdeIQJLDa-KHXS_cvZ2pf-6jknGOeFNO1DFI6Q_Yf1mYZjQrcg8T0HkHSBHhB9ewxrp7-H6IngAjXZ3O7KCWQ7j2MILUnaH_zlOHhJzE.wEhQIX_p6gC839DCts1PbvcCmDK--_0-aVC-VE_wRGI&dib_tag=se&keywords=bags&qid=1710269281&sr=8-9,"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)",899,3.9 out of 5 stars,637
