Product Urls,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg4OTk2MzAzOTgxMDcxOjE3MTAyNjkzMDI6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1710269302%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","5,999",4.1 out of 5 stars,"5,838"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg4OTk2MzAzOTgxMDcxOjE3MTAyNjkzMDI6c3BfYXRmX25leHQ6MzAwMDk4NDcyNzQzOTMyOjowOjo&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1710269302%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,"5,999",3.8 out of 5 stars,23
https://www.amazon.in/American-Tourister-Backpack-Organizer-Compatible/dp/B0C8649NY8/ref=sr_1_19?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-19,"American Tourister Shaw Large Office Laptop Bag, 23 Ltrs bag for men, School Bag Gift for Men Women Boys Girls Teal, with Internal Organizer, Rugged Zips 17'' inch Laptop compatible","9,499",4.0 out of 5 stars,93
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_20?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-20,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,649,4.3 out of 5 stars,"14,390"
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_21?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-21,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,"2,499",4.0 out of 5 stars,"1,580"
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B09NM6XPLG/ref=sr_1_22?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-22,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag (Black Grey),"1,699",4.1 out of 5 stars,"2,737"
https://www.amazon.in/Impulse-Diggy-30L-Backpack-Resistant/dp/B0CQG8HC51/ref=sr_1_23?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-23,Impulse Diggy 30L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,448,3.3 out of 5 stars,110
https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_24?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-24,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,699,4.1 out of 5 stars,"1,109"
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_25?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-25,Gear Vintage2 28L Medium Faux Leather Water Resistant Anti Theft Laptop Backpack/Office Backpack for Men/Women - Navy,799,4.4 out of 5 stars,"3,610"
https://www.amazon.in/HUNDRED-Cosmogear-Badminton-Kit-Bag-Double/dp/B0CP2G5L89/ref=sr_1_26?dib=eyJ2IjoiMSJ9.AXMp4zdL-rtgrahldyqUAMK3mQ72vGiIf147TyFUY728WCohOtdUeQ_exZInXjx9YBUmypj0Tlvw3eYqz7aQg6BW61Hr3NdL1S2PLF3PROPMSBAneL3BOyFAOXju1tgh4EzYzpYeKoa6vO8S6xypg-h2bcPbldAgyiZZ9VHy1bjycSnGeTYePwr-LaVaEo6CV4eYdiLZ6xEoEtiwg6l2cBcu2JbaxHivV_MEPeg2R2g.ZOlMaBznYV7Q1zqDz47DZwTeorwAJZatclIFqOJ7k10&dib_tag=se&keywords=bags&qid=1710269302&sr=8-26,HUNDRED Cosmogear Badminton Kit-Bag (Navy)|Double Zipper|Bag with Front Zipper Pocket,359,4.6 out of 5 stars,180
