Product Urls,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM1MTI5NzAxNTA3MDcxOjE3MTAyNjk0MzQ6c3BfbXRmOjMwMDExNzc2ODExNTYzMjo6MDo6&url=%2FBANGE-Waterproof-Polyester-Unisex-Backpack%2Fdp%2FB094JP2VJ2%2Fref%3Dsr_1_139_sspa%3Fdib%3DeyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1710269434%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,BANGE Water Resistant Polyester Unisex 15.6 inch Travel Laptop Backpack with USB Port,"1,299",4.2 out of 5 stars,"1,921"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM1MTI5NzAxNTA3MDcxOjE3MTAyNjk0MzQ6c3BfbXRmOjIwMTMyMTI0MjA4Mzk4OjowOjo&url=%2FHalf-Moon-Trekking-Bags-Compartment%2Fdp%2FB08PSX1LN9%2Fref%3Dsr_1_140_sspa%3Fdib%3DeyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1710269434%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,899,4.2 out of 5 stars,42
https://www.amazon.in/Impulse-Impbee-Backpack-Business-Resistant/dp/B0C1CSS81H/ref=sr_1_141?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-141,Impulse Impbee 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,"1,799",3.9 out of 5 stars,"1,818"
https://www.amazon.in/Red-Lemon-Backpack-Accessories-Organiser/dp/B0C2KRH268/ref=sr_1_142?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-142,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",979,4.2 out of 5 stars,829
https://www.amazon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDGZ32L/ref=sr_1_143?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-143,Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,"1,499",4.3 out of 5 stars,153
https://www.amazon.in/Business-Shoulder-Leather-Material-Resistant/dp/B07MH9SJS1/ref=sr_1_144?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-144,"ZOUK Vegan Leather Women's Office Bag for 15.6 inch Laptop, MacBook",697,4.2 out of 5 stars,681
https://www.amazon.in/ROZEN-School-partition-Collage-Backpack/dp/B0BRTCFQ5G/ref=sr_1_145?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-145,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",159,4.1 out of 5 stars,"4,846"
https://www.amazon.in/Storite-Transparent-Multi-Purpose-Stationary-White/dp/B0CTMQTQ8Q/ref=sr_1_146?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-146,"Storite Large Capacity Transparent Pencil Pouch for Girls & Boys, Transparent Pen Bag Organizer for School, Collage, Office, Cute Pouch for Girls, Multi-Purpose Stationary Bag (White)",269,4.3 out of 5 stars,31
https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_147?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-147,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,299,3.9 out of 5 stars,6
https://www.amazon.in/Toil-Moil-Backpacks-Lightweight-Waterproof/dp/B0CMD9KWGP/ref=sr_1_148?dib=eyJ2IjoiMSJ9.EB17T_bJ6guKriqyrXAz9VPN9MlyZHHtZnf3iUewEb4KaFJYwwThpb-nGdL8HpShgc-p-3Bc0642mEKOW4_MwzW3wmJDw-9t8DSX7130XA6n7vtiRFmNNf-KyS09PEgU6ptTDdEr1JMQwVpiPD96OXcQMQ4WfGSrUowzCqIw7XLr6M9bEIBLYjhdvqiYK9KN07DHXT6HH9Cvh5shqQY1rnWc8F_trGnlqG6wOb2AuKU.eJ2CHWpo4ODyoHi7widObZZJEPqDZ5E9qi2ge3HKitM&dib_tag=se&keywords=bags&qid=1710269434&sr=8-148,Toil Moil School Bag Casual Daypacks Teens Laptop Backpacks Girls Boys Lightweight Knapsack for Outdoor Travel Shopping Work Camping Rucksack Bookbag Waterproof Polyester,"4,999",4.3 out of 5 stars,"1,650"
